probe	geneid
2435506	388697
2435508	388697
2435510	388697
2435512	388697
2435514	388697
2435516	388697
2435518	388697
2435520	388697
2435522	388697
2435524	388697
2435526	388697
2435528	388697
2435530	388697
2435532	388697
2435534	388697
2435536	388697
2435538	388697
2435542	388697
2435546	388697
2435555	388697
4027302	1774
3681860	5310
3681889	5310
3650226	5310
3682857	5310
2582368	57471
2933706	94120
2446934	127665
2576281	130074
2915474	134701
3259959	414157
2325002	23028
4012802	6194
3200689	6194
3777263	79822
2914444	134728
3651328	348158
2436682	126669
2397210	126755
3254779	10718
3840135	90321
3840125	90321
3840129	90321
3840123	90321
3840106	90321
3840131	90321
3840133	90321
2923984	134829
3576150	145567
3744630	146850
2359583	149018
2384284	149603
3941995	150297
3958104	150297
3545446	161394
4010183	169981
3644142	197342
2383950	200205
2383952	200205
2383958	200205
2383932	200205
2383954	200205
2383956	200205
2916278	206412
2955815	221400
2910964	222584
2906580	222642
2771170	253017
3512591	253512
2973780	253582
2947645	282890
3675894	283951
3843370	284307
2350237	284611
2596315	340485
3164312	340485
3979584	340554
2922781	345895
3180805	375748
3180717	375748
3280704	387638
3487824	387923
2351246	388662
2951833	389384
2909757	389396
2909770	389396
3129234	389643
3129249	389643
3129251	389643
3129256	389643
3129258	389643
3279540	389941
2902103	394263
3280763	399726
3201120	401494
3260057	401647
2428837	440603
2428839	440603
2428841	440603
3279154	221061
2392570	388585
2351872	5906
3544131	5906
3256890	142910
3174086	138255
2335048	1579
2344464	148418
2413560	388633
2325500	400746
3736259	125061
2676319	55830
2426982	343263
3257232	439996
2467178	6201
3715601	6201
3760485	6201
4026119	4109
4025559	4110
3878025	11034
3995142	4103
2497201	389015
4016001	84460
4032416	6399
4036923	6399
3826915	84108
3304718	84108
3099089	79145
2902370	401250
3265836	119548
3537604	122830
3881591	343702
3881616	343702
3966994	347527
3966996	347527
3967000	347527
3967006	347527
3967008	347527
3967010	347527
3967012	347527
3967014	347527
3967016	347527
2913257	389668
3102732	389668
3490729	144983
3490737	144983
3203912	6202
3613010	6202
2805732	6202
3555794	440163
2973232	387104
2881351	340075
3357926	338440
3329343	4192
2640263	152015
3221598	114987
3399004	4978
2804306	64400
2804321	64400
2804323	64400
3691967	64400
2804315	64400
2804317	64400
2804319	64400
2665572	151648
3229496	402381
3316987	440023
3332438	503497
2938843	340156
2346727	388649
2906824	116113
2906864	116113
3204946	392307
3023003	346653
2947348	222696
3339052	440050
2924708	387103
3809621	2235
2757036	1487
3645626	9235
3631925	196996
3865785	339344
2638622	503582
2826279	503582
3333711	6520
3563604	283551
3190990	414318
3872151	503835
3872155	503835
2795819	1635
3821541	284390
3486188	387921
3831412	339324
2333168	23334
2792871	91351
2792940	91351
2792938	91351
4010461	139886
2388910	200159
3254367	219348
3527540	338879
4012470	340529
4016057	340542
4016063	340542
4016411	340543
3685741	342357
2892331	387071
3665739	388284
3993687	389898
2913423	400506
3683335	400506
3220120	401546
3185354	401548
3868019	6203
3868027	6203
3868029	6203
3841332	6203
3946608	6203
3014851	285989
4043557	391211
3049292	3486
4024227	347487
2654394	8087
2731496	255324
3980498	158833
2334629	541468
3603388	123688
3410918	144245
3410920	144245
3411122	144245
2757278	152877
2929069	153918
3138929	286187
3981289	340527
3981333	340527
4020883	340578
2320960	343066
2320973	343066
3413409	387856
3643474	388199
2322024	388595
2326846	388610
3960717	646851
3960720	646851
3960722	646851
2562410	388969
3230873	389816
3607996	390637
3607987	390637
3607994	390637
3675987	390667
3831945	390927
2439753	391123
3705412	400566
3454979	401720
3445700	440087
3445707	440087
3445709	440087
3445711	440087
3445713	440087
3589570	440275
3846827	440503
3846829	440503
2956206	442213
2921975	442247
3175579	442425
4004760	442444
4008203	139189
4008209	139189
4008211	139189
4008213	139189
4008245	139189
4008247	139189
3395783	338661
3089591	541565
3089569	541565
3071759	6204
3834911	6204
3371637	6204
2951150	6204
2855434	389289
3526544	55208
3509910	55578
2435882	6706
3475496	386653
2435653	388698
2435661	388698
3507962	84056
3581132	207
2373720	56956
2363444	27005
3753452	54475
2768654	132299
2717857	8532
3706736	83460
2320347	93611
2364231	4921
3296033	3778
3296040	3778
3296042	3778
3296044	3778
3563674	196913
3832830	10298
3687969	90835
2391227	388581
3707187	388323
3439256	6205
3591506	1159
3591558	1159
2777487	10144
3580791	9529
4053006	548594
4053011	548594
3064353	402682
2690715	152404
2771026	6206
2979621	6206
3742277	6206
3821255	6206
2413008	6207
3364722	6207
2913549	154288
3204233	138715
3204236	138715
3204240	138715
2827645	28965
2973856	154075
3855410	10147
2694931	23023
2375208	59352
2375144	59352
2714672	10296
3091554	157570
2379974	3776
3055466	83698
3452818	7421
2532699	3635
2512012	92196
3818188	400673
2409082	114625
2332812	114625
3534106	122525
3298330	340745
2691941	131076
4003557	139425
4003559	139425
2442261	149297
2545386	3320
2755875	3320
2793560	3320
2751644	3320
3954172	150223
3667652	91862
3197861	158358
3197865	158358
3197835	158358
3567556	161291
2818281	92270
2422612	164045
2422663	164045
4019037	203413
4019056	203413
3992633	9364
3994999	203547
3865464	80207
2857840	345651
2887164	285590
3311823	2790
3595822	2790
3362636	2790
2586798	6209
4027708	100272147
3193959	5047
3961981	171568
2676628	26135
3980164	26135
2417174	26135
2774691	26135
3980152	26135
3287246	143162
3288224	143162
3287995	143162
3430455	121551
3430460	121551
3430462	121551
3672864	2908
3884737	149685
3013730	10169
3073013	5420
3182262	347273
3726960	4831
3695268	8883
4025087	10456
3683018	6210
3841076	91663
2756363	100505503
3636147	100505503
3878462	6223
3834465	6223
2823287	6224
2900447	7741
2900449	7741
2900423	7741
3843273	388567
3843297	388567
3843299	388567
3843301	388567
3843303	388567
3843305	388567
3843307	388567
3843311	388567
3843309	388567
2691798	9657
3892660	6227
2436109	6284
4045676	6284
2436107	6284
2436105	6284
2383726	375
3654466	388228
4016600	441509
4012122	340526
2563399	400966
2563451	400966
4042941	6648
3294476	118490
2318220	390992
2454872	149643
3070896	154872
3067702	154907
2768954	339977
2908762	860
3421760	117177
3421762	117177
2639857	8997
2966019	6128
3424547	6128
4000778	6128
3472089	6128
3544029	91750
2359423	100129271
2557829	554251
2403793	51102
3601229	80381
3830961	333
3946192	23112
2615360	7048
3568492	6710
3568498	6710
3568496	6710
3568485	6710
3568494	6710
3568534	6710
2766419	6133
2727913	55763
3005363	435
2879509	81555
2347132	54874
2367242	6228
2744230	6228
2865050	6228
3980722	6228
2452910	6208
2881413	6208
3234760	10659
3814033	4155
3814143	4155
3814063	4155
2880928	1452
2880905	1452
2880926	1452
2880930	1452
2880932	1452
2880924	1452
2566848	3899
2881370	972
3692701	1066
3661816	1066
2351687	1117
3933999	7307
3465488	574016
3316375	7106
3593147	1854
3141857	7163
2960832	340168
3357835	387733
3777886	201475
3412568	196527
3112576	441376
2908179	7422
3320169	272
3709685	81565
2747893	27236
2440549	257106
2734421	83478
2871986	6230
3394068	6230
2453614	6231
3709744	6231
3417240	6231
3598115	6231
3723562	6231
2782504	6231
2923109	222553
3865798	339345
3865801	339345
3865803	339345
3865805	339345
3905197	85449
3366147	120237
2879900	153770
2774287	345079
3894439	343637
3409326	387849
3409317	387849
3409324	387849
2812043	401190
3276135	57713
2545291	130106
2403158	27245
2546351	388939
2315773	80772
4044083	80772
2888739	345456
2888735	345456
2888737	345456
2754494	391723
3268532	118670
2748338	11152
3278928	441549
3527745	64745
2502882	200373
3859362	339318
2788511	84068
3061596	6232
3451476	6232
3393148	6232
3827325	6232
2360027	6232
2618800	6232
3440742	6232
2451242	6232
2368492	6235
3720476	2886
3601931	594855
3601929	594855
3718682	163
3697799	164
2904725	6210
2456845	6210
3129983	6210
3900470	6210
2409814	6210
3270183	594857
3255938	94233
3049868	256979
3839538	354
3531479	394
3002577	394
2930007	389432
3655585	6693
3655606	6693
3655608	6693
3655574	6693
2560375	6234
3342373	6234
3713450	6234
3819459	6234
2911303	26036
3869988	125893
3870000	125893
3870012	125893
3870014	125893
3869990	125893
3869992	125893
3869994	125893
3869998	125893
3870002	125893
3870004	125893
3870006	125893
2888648	53917
2401994	864
3257204	3437
2548970	6432
3202171	9373
3077273	9715
2408499	22955
3468743	51559
2692199	54437
2672774	54859
4023071	54967
3299408	55328
2841184	57222
2924619	60487
2942578	63933
3740956	63933
3599059	64799
2520533	64859
2610136	78987
2738314	79807
3839955	79898
2901841	79969
2450416	83479
3857808	83636
3822322	84245
2772017	91746
3675333	124093
2562387	129303
4041651	149175
4044036	149175
2916307	154313
3978295	158787
3288518	196740
3411234	283461
3864680	284348
3734903	3993
3701000	4094
3714068	224
3659156	5257
3093781	157855
3321650	387755
3328327	390110
3988638	79836
3668738	7112
3427767	7112
2595659	7756
2595649	7756
3835494	7769
2548442	391365
3980547	347517
3318009	6240
3086300	613209
3124626	613210
3844897	91304
2644702	55179
2587790	151556
3469844	80298
2974574	9287
2974566	9287
2408146	4610
3877483	140733
2831209	51247
4051826	377841
4051723	377841
4050682	377841
4051834	377841
4051838	377841
2876082	51128
2876257	51128
3890154	1477
3824153	29086
3748020	146691
3748024	146691
3748022	146691
3714177	92521
3751184	57649
2921905	619208
3717539	55288
3925285	55288
2316245	5590
3483635	23281
3483468	23281
3434490	9478
3376779	83707
3442024	4839
3864698	342908
3930866	6122
3278977	64421
3454821	57228
3309629	7073
3825201	7311
3537798	7311
2545750	8890
3469248	160428
2741768	5393
2840270	30820
3650849	162073
3650842	162073
3282393	374308
2751722	442117
2751857	442117
2849992	54463
3542275	64093
3301263	10580
2387126	6262
2878366	10011
2878347	10011
3226253	399665
3417345	6171
3587722	6263
2341645	11147
3830051	6324
2369661	116987
3709327	116840
2540007	192668
3543727	641372
3037304	84792
3171032	84792
2988314	221937
2988328	221937
2988330	221937
2988332	221937
3706046	221937
4002741	23597
2987441	8662
3318615	1262
2837266	26999
3913960	85441
3970642	6792
2869742	22902
2730554	22902
3059784	8655
3574115	8655
3434393	8655
2956641	245913
2956645	245915
2956632	245928
3902455	245937
3902459	245937
2437533	54856
2437548	54856
2437570	54856
2437645	54856
3970476	6322
2775735	79966
2877639	64374
2815331	689
3957207	652968
3084411	503614
3123209	503614
2956637	245913
3881217	245929
3902411	245930
3894091	245939
3136157	4869
3037839	340267
3037861	340267
2718075	245940
3124749	245940
3339209	245940
4049656	245940
3454109	57701
3454113	57701
3454121	57701
3454141	57701
3454092	57701
3454115	57701
3835393	342909
3951656	128954
3348790	85458
3773742	124565
3441885	6337
2813567	153562
3738901	26502
2703377	8706
2407280	284654
2407224	284654
3603519	342096
2701646	344758
2434776	56882
3652867	6340
3969047	5634
2616093	131405
2616113	131405
2616095	131405
2616097	131405
3114441	654463
3114443	654463
3114475	654463
3114510	654463
3114512	654463
2713837	255403
3895679	54976
3944922	11078
2372753	431704
3359684	116534
2315942	219293
4041867	219293
3835701	388551
3032647	1804
3579501	123096
2397150	343071
2469575	245973
2469583	245973
3061484	253012
3197302	55064
3197304	55064
3197231	55064
3374606	219972
3374631	219972
3292074	254272
3914307	10287
3334025	2011
3572041	9870
2323951	127731
2587937	1134
3788049	220134
2698514	256356
3382296	283212
3382317	283212
4031156	140032
2529751	130340
2601287	130340
2790823	79884
4026624	139728
2343418	5737
2468953	285148
2712694	131540
3385003	58487
3556924	10419
3355091	114609
3861302	90522
3608520	55898
3696454	54921
3163136	6619
2355843	55672
2355847	55672
2355851	55672
2355885	55672
2355897	55672
2355899	55672
2355901	55672
2355903	55672
2355905	55672
2355911	55672
2355915	55672
2355919	55672
2355921	55672
2355923	55672
2355925	55672
2355931	55672
2355947	55672
2355953	55672
2355969	55672
2355973	55672
2355977	55672
2355979	55672
2355987	55672
2355993	55672
2356001	55672
2356003	55672
2356009	55672
2356039	55672
2356041	55672
2356043	55672
2356045	55672
2356053	55672
2356057	55672
2356080	55672
2356082	55672
2356084	55672
2356088	55672
2356090	55672
2355997	55672
2356092	55672
2355889	55672
2355891	55672
2355893	55672
2355887	55672
2355963	55672
2355951	55672
2355955	55672
2355957	55672
2355961	55672
2355917	55672
2355935	55672
2355937	55672
2355939	55672
2356055	55672
2356037	55672
2356061	55672
2356065	55672
2356069	55672
2356073	55672
4043463	55672
2355839	55672
4042137	55672
2355849	55672
2355855	55672
2355853	55672
2355895	55672
3978579	7216
3011911	79846
2444805	10807
3810673	10807
3229943	10807
3333811	387775
2482709	400954
3312241	642938
2870589	642987
2402645	55057
3168255	646962
2324634	998
3973650	53344
3981609	53344
3279058	414149
3816225	113177
3860189	163183
3836903	79147
3840343	388558
3840353	388558
3840355	388558
7385559	388558
2356158	284615
2356173	284615
2356175	284615
2356177	284615
4006771	641339
3402684	171017
3940297	129049
3607815	145873
3414885	9498
2987038	2852
3708919	6462
2936857	4301
4048351	4301
3190309	375757
2878437	929
3873629	140885
3942453	140885
2402593	339231
3774148	339231
3085634	203076
3687494	5595
2735027	6696
2644806	401089
3015706	64598
2703462	165679
3016070	140453
3572235	27030
3381241	116985
2834598	153218
3494706	122060
2752243	80817
2792647	50859
2987544	3955
3232944	83592
2966496	84539
3840827	91661
3840829	91661
3840831	91661
2320411	57085
2685908	56650
2774817	152559
2924081	154215
2747190	166614
3164084	92949
3164086	92949
3163982	92949
2894790	221711
3568184	2100
3834439	63946
3659931	64282
2726828	23142
3933243	63977
3859915	199746
3676165	3029
3491486	27253
2834619	643394
2834621	643394
2871717	153733
2328977	653121
3489481	51131
2534865	51665
2852274	54545
2718082	644414
3124642	644414
3124746	644414
3595846	54629
2673547	65010
3350775	51092
3009198	57414
2868131	51752
3641871	55180
2379132	467
3147173	83988
2693569	79364
3641391	64927
2988594	222962
3004122	222962
3052255	222962
3052284	222962
3004104	222962
3665230	3299
3333358	3619
3365487	55293
2350714	284612
2350731	284612
2350733	284612
2350739	284612
2350781	284612
2350783	284612
2350785	284612
3778923	653319
3378541	5091
2703750	6476
3708399	6517
3873338	83541
3601170	283677
3798291	9989
3160616	169792
3197140	169792
3197014	169792
3503772	55269
3503976	55269
3738629	9123
3246188	282966
2821194	831
3657193	7041
3901851	26090
3679533	23589
4000267	54960
3586768	122786
3535515	122786
3654699	26471
3527053	4763
3450589	4763
3717052	4763
3914700	4763
3617312	9990
4007588	7355
2457988	51123
3147020	51123
3515965	81624
2520069	84281
3832405	399473
2685776	84864
2685771	84864
3992354	10479
3655665	4150
3833620	8425
2548172	9637
2454838	25936
3182781	10592
2379238	128387
3736666	64772
3899173	6238
3168210	51754
3834176	641649
3861413	11184
2654306	151613
3439603	5927
3831029	644096
2619120	22906
2978050	257218
2715991	345222
2336456	348378
3747119	125150
2720217	85865
2688497	5819
3835814	5819
2403215	2268
3989721	10735
3050367	63979
2774123	339965
2360055	7170
2845921	6531
3204877	692094
3813381	125704
3947724	758
2594951	65062
3751788	6532
3751794	6532
3188975	401551
3181159	441457
3181161	441457
3254034	441457
2436044	645922
2436049	645922
3154263	6503
2827525	6558
3233182	10276
2709750	6750
2411228	6491
2327439	65979
2327433	65979
2327458	65979
2951292	65979
3817698	29128
3407542	29128
3407544	29128
3407546	29128
3407548	29128
3407550	29128
3407554	29128
3407556	29128
3407558	29128
3407560	29128
3407562	29128
3407564	29128
3407552	29128
3529725	9985
2426791	23155
3886867	55861
2947246	643155
2858793	643155
2827424	613212
3229449	138162
3533184	6751
3733911	6752
3960042	6753
3880084	6754
3643552	6755
2498911	6819
3292946	6865
2560524	6869
2780296	6870
3846280	6915
3374890	6947
3441849	7132
2320727	7133
2666478	7155
2999620	7283
2999626	7283
3721926	7283
3775842	7298
3517569	440145
2730106	10720
2730120	10720
2730124	7365
2729884	7365
3883064	55902
3826601	284443
3750430	201229
3758967	7343
2899881	346157
3325768	79832
3371003	9537
3216356	8555
3738007	25794
4022183	90161
2527655	151306
2589015	50940
2589017	50940
3816424	56928
3325820	91614
3347118	2893
3393536	84000
3674886	8131
3556888	55147
2349086	51611
2425447	51611
4021966	25953
3699690	79583
3699684	79583
2520049	3183
2440744	9970
3261643	4791
2609770	64419
3553485	91828
3081788	137886
3735520	768206
3007869	155382
2576436	150786
3392091	54827
3045570	57057
3459861	57057
2712932	255798
2877984	641700
2927892	345930
2927910	345930
2927914	345930
2927916	345930
2927918	345930
2537040	642273
2537052	642273
2348992	7412
4022885	441518
2908423	2030
3503164	8881
2495187	7535
2728189	10606
3083438	10606
2597867	22807
2842334	653316
2843533	653316
3658062	653316
2843548	653316
2843552	653316
3636169	64506
3562003	122553
3489212	22862
3183305	2218
2720125	645104
2396201	54897
4001654	10149
4019900	8450
3424705	84125
3819956	26648
4020187	728062
3797275	645369
3797277	645369
3797279	645369
3797281	645369
3797283	645369
3797285	645369
3797287	645369
3076753	57189
3524779	728215
2318951	50651
3220513	23392
3153922	729330
3846812	729359
3836299	147699
3836568	729440
3851230	729747
3851237	729747
3839789	729767
3448535	728858
3572103	283571
2559514	150726
2645448	253461
3077728	135935
3576441	440193
2646040	23350
2629672	23350
3138760	4603
3687995	23361
2405923	58512
3735240	85451
3951029	85358
3854531	23025
3854535	23025
2663927	80852
3985490	56271
2365637	92235
2507744	80731
3818973	57662
3691652	27324
3156541	57210
3661152	79068
3867145	114783
3175536	123720
3829825	126374
2536071	25992
3764443	124535
2650612	131149
3351486	143941
3702262	146167
3759452	146909
3921551	150084
3371293	143678
3965487	164714
3965489	164714
3965491	164714
2632778	285220
2632830	285220
2632832	285220
3292694	1763
3577666	256394
3848118	56927
3403342	341392
3651458	341392
3566431	341880
3871782	342933
3871784	342933
3871786	342933
3871788	342933
3871852	342933
3868531	94030
2588369	344191
2651711	344657
2987100	340260
3600719	338949
3755418	388381
3770261	388419
3807595	4645
3172324	4645
3861881	342898
3865586	23403
2431015	90874
2430994	90874
2361795	375033
2361797	375033
3906852	128486
2488935	388960
2596796	389072
2725619	389207
2753440	55714
2798526	389257
2815488	64283
2944491	154141
2966298	85015
3194787	389813
3194789	389813
3194791	389813
3194793	389813
3194797	389813
3194799	389813
3194803	389813
3194805	389813
4052064	389827
3995559	10838
3345047	390243
3704559	390748
3704634	390748
3704636	390748
3704630	390748
3704632	390748
3704638	390748
3704628	390748
3816023	390874
3976813	392465
3620323	123745
2412312	22996
3003594	84629
3003626	84629
3052951	84629
3052955	84629
3036713	84629
3223551	1955
2526570	402117
3821121	126075
2534503	375316
2534505	375316
2534507	375316
2534483	375316
2725527	152573
2775618	441027
2960842	441161
2963142	9096
3410056	441631
3409998	441631
2711604	1370
4051094	642968
2609608	55209
3737874	57597
3288637	644168
3321067	644943
3321082	644943
3847030	645432
3847032	645432
2673160	646424
2504645	4648
2674152	646498
3648444	92017
2746185	646603
3635578	342125
3434576	84747
3434578	84747
3434580	84747
3434582	84747
3434584	84747
3434586	84747
3434590	84747
3434592	84747
3434562	84747
3594608	440279
2627342	132203
2521276	284992
2521239	284992
2521272	284992
2521256	284992
2521258	284992
2521260	284992
2521262	284992
2521266	284992
2521270	284992
2521278	284992
2521254	284992
2521268	284992
3771160	85302
3846290	58509
2518488	151242
3396300	219854
3372174	6688
3445156	83445
3740201	4641
3851484	90576
3851486	90576
3851454	90576
3434907	54509
3475324	54509
3123409	157285
2321032	390999
2606632	643905
3236483	644890
3750654	645832
3995347	728461
4026156	728461
2332583	728621
3474372	5829
3286868	8029
3279698	8029
3286065	8029
3870607	11025
3870609	11025
2701033	9934
3771773	23210
3376155	10482
4020444	57187
3084675	414325
3122978	414325
3865635	1760
4027532	139716
3151693	340359
3119735	9831
3695786	65057
3762753	56934
3772831	146713
3959203	23543
3748026	146691
3050388	1644
3447798	55259
2783596	8654
3871867	2820
2511432	2820
2658019	152138
3704896	5119
3864847	7771
3250685	285753
2920716	285753
3179551	89846
2505711	445582
2576055	445582
3215851	5727
3655806	124446
3685261	124454
2749222	2891
2324743	9923
3559497	29966
3870990	51206
3272455	84435
3333443	80150
3831062	284403
3808854	6925
2435218	11022
3064541	8985
3939627	100037417
3939639	100037417
3577744	12
3549757	12
3333572	790955
3333582	790955
2871241	4163
2759463	768239
2759465	768239
3872380	7710
3017068	58160
3303745	100038246
2853388	133686
2699773	389158
3026713	155006
3763584	339210
2606959	79919
2586294	129881
2633671	348801
3751541	28964
3928452	643803
3928454	643803
3928456	643803
3928458	643803
3928464	643803
3827570	1500
3746999	1112
3575567	1112
4016076	1112
2623329	401067
2971185	221303
3433480	643246
2414998	114803
3871327	284417
2648074	13
3737813	284184
2599345	14
3735505	15
3676763	21
3031650	26
3430959	32
2437928	92312
2437932	92312
2855285	6414
3792644	79839
2596378	391475
2596380	391475
2596382	391475
2596384	391475
2812315	80006
3757433	47
2571905	49
3951117	49
3974948	2857
2410703	148930
3035380	202915
3175494	2650
4052188	259293
4053678	259293
2386701	50
3958955	50
3946889	50
3395382	390259
3706113	3090
2610726	3269
2610707	3269
2855501	3157
2440143	1314
3933399	49854
3977153	100008586
3977172	100008586
2713192	1739
2360308	126668
2360310	126668
2360301	126668
2900974	3134
3825292	23373
2730746	8671
2946106	10786
2662877	131474
3834257	90273
2811656	3796
3246888	5592
3379777	116535
4052737	200958
3435241	254050
3323413	10553
3393670	120425
3778589	84203
3452685	10411
3452688	10411
3452690	10411
3402899	8078
3231010	375775
4051790	375775
3414186	7009
3869185	100049587
3451670	83448
3549205	26175
3822430	342977
2384198	84033
7385589	148198
3023246	3663
3868181	84335
2766788	54502
3376976	10235
3344943	341208
2461935	2786
2626141	11102
3335338	23625
3800070	125228
3175929	84131
3677969	6345
3456955	9840
3383394	26011
3804000	125476
3079418	2636
3332511	219995
3973610	645090
3237192	653567
3237280	653567
3237282	653567
3237190	653567
3237177	653567
3237256	653567
2541904	729475
3928648	728299
2876563	497189
2876565	497189
3165775	80173
3856072	440515
3856050	440515
3856053	440515
3856055	440515
3856057	440515
3856059	440515
3856061	440515
3856063	440515
3189601	403341
2863049	134359
3286343	8187
3548762	5757
2637470	5757
2532021	5757
2975655	113115
2837401	348938
2499339	344558
3127385	9796
3468610	374470
3246766	728118
3254265	728118
3256466	728118
3256472	728118
3256474	728118
3254032	728118
3254181	728118
3254222	728118
3254297	728118
3256470	728118
3256476	728118
3256486	728118
3256488	728118
3061805	8910
2669641	6331
3899495	55184
2842687	253314
3377733	254102
3335350	254102
3133135	7994
3057327	100101267
2759144	152789
2759156	152789
2328777	149069
2328784	149069
3633109	25989
2407314	284656
3644325	283869
3763390	55273
2705148	200916
3535842	283554
3019158	54674
3208849	375743
3268329	387715
2670948	25994
3142932	401466
3086809	57604
2691175	116064
3977038	79917
3297603	143244
3840303	147660
3840305	147660
3840277	147660
7385558	147660
3775906	116
3148871	55638
2575866	728378
2334932	1580
3632862	1583
2649396	152078
3528978	122706
3955185	2687
2743370	132321
3766621	3384
4027573	8517
3996551	8517
3047953	79020
3973482	139604
3987492	79868
3987479	79868
3987481	79868
3987483	79868
2459837	58
3213769	286238
4052154	286238
3110395	9699
3580832	7517
3000933	136288
3362852	10335
2928930	9749
2792420	201931
3105271	138046
2482440	129852
2766588	23244
3825225	55049
2522094	26010
3046020	23366
2736853	5910
3286653	5910
3224366	54542
3036565	221938
3781531	91768
3670663	55839
3555492	90809
2883380	9443
2895031	100113407
2895039	100113407
2895041	100113407
2895043	100113407
2895047	100113407
2895049	100113407
3701457	123775
3190796	254295
3157529	642475
3554726	23241
3554622	23241
3554652	23241
3554667	23241
3554669	23241
3554671	23241
3554679	23241
3554681	23241
3554692	23241
3554694	23241
3554696	23241
3554698	23241
3554700	23241
3554702	23241
3554704	23241
3554706	23241
3554708	23241
3554710	23241
3554712	23241
3554716	23241
3554720	23241
3554722	23241
3554714	23241
3554677	23241
3554683	23241
3695602	146212
3129994	619373
3464321	144448
2457895	60
2816903	60
3975444	60
3036924	60
3490142	647174
2550724	728819
3447758	196415
3991617	347475
3991625	347475
3991627	347475
3598279	390594
3053253	402665
3053261	402665
3053263	402665
3053267	402665
3839762	402665
2332962	440585
3745596	644139
3845844	645191
3845848	645191
3845850	645191
3871537	646643
3603171	646892
3866649	84215
3431071	283446
3039552	729920
3039600	729920
3807809	30827
3150274	401474
3150276	401474
3150279	401474
3150281	401474
3150283	401474
3150285	401474
3150287	401474
3371339	51317
3548538	80017
3058704	346562
2429338	80143
3280845	10236
2401275	10236
3209621	7763
3863656	7763
3209623	7763
2567447	11138
2567544	11138
2364381	5999
2447192	85397
3256991	643418
3131881	84513
2849859	441061
3544829	112752
2363610	654790
3864944	125931
3870054	90338
2840238	133874
3816660	115196
3816645	115196
3401601	54726
3401568	54726
3401581	54726
3401585	54726
3401591	54726
2788195	54726
3402150	4908
3869500	162962
3869502	162962
3869504	162962
3631553	196993
2524730	200726
2355869	55672
2386943	88
2532510	26058
2400286	400745
2320977	126767
3081072	285888
3616894	342184
3616796	342184
3336324	89
3257559	10556
3599758	54852
3742532	55065
3948543	55007
2645275	55186
2582562	90
2704441	2122
3656362	64319
2502952	80775
2360887	23623
2970086	3910
3650942	79838
3650953	79838
2817731	9765
3142419	646486
2473897	339778
3708016	388327
3708021	388327
3708023	388327
3708025	388327
3271813	282973
3271857	282973
3271860	282973
3271864	282973
3373015	399939
3803500	374864
2912777	57579
2599500	7701
3104698	65986
3329247	8525
3869650	55769
2327283	9473
3027896	494551
2319560	10277
2948821	54535
3331321	219537
2471364	343930
2471366	343930
3829061	390916
3829074	390916
3744919	201140
2400067	391013
2659501	200933
3268649	340784
3268659	340784
3988963	347454
3507181	646625
3851852	256126
3571889	646658
3571893	646658
2685817	200959
3777398	339291
2418299	127255
2418339	127255
3669514	283927
2361564	164118
2617779	93
2617781	93
2617783	93
2617786	93
2617788	93
2617791	93
2617793	93
2617752	93
3414758	613227
3471996	283450
3471886	283450
3472000	283450
3422019	5787
3461795	5787
3686278	146395
2947954	346171
3982689	50945
3433538	84900
2747499	729830
3555439	123103
3009335	222183
3504213	10804
3555539	390443
3873923	57593
4044744	728661
3829080	91646
2436754	103
3851072	54
2429613	4808
4009167	23096
3418354	115557
3468345	3479
3820501	5141
2990446	85477
2990455	85477
2990404	85477
2650945	202374
2834282	202374
3554452	283638
3502259	23263
2677653	23272
3322521	3746
2750449	4666
3309831	4666
3458097	4666
2349863	22854
2400518	1889
3607510	55215
3607537	55215
3607531	55215
3607535	55215
2494695	90342
2494611	90342
2494631	90342
2494697	90342
3304215	8861
2338487	55277
3749949	339263
3749908	339263
3573051	122945
2330843	149175
4018504	154796
3562910	161357
2638988	165631
3674349	92822
2702204	196074
3971522	196074
2702206	196074
2702208	196074
3459185	196074
3454331	51474
2811983	285671
3747236	388341
2876146	51265
3724272	100506084
3731381	100506084
3760372	100506084
3760268	100506084
3760342	100506084
3659966	113
2955638	53405
2955556	53405
2955641	53405
2955643	53405
2506478	996
3760625	996
3829575	26065
2324873	714
2347625	126969
2413886	55001
3616342	55635
3616338	55635
2417528	55635
3616344	55635
3354799	1111
3581624	2002
4007186	2002
2523538	65065
2523540	65065
2523478	65065
3294668	79933
3412296	51135
2375011	1999
2929571	2911
2817386	167153
3868518	554235
2322362	26099
2890859	4245
2554448	55120
2785904	132430
3635198	597
2391635	339453
2391638	339453
2377229	1604
2402691	257101
2410283	149483
3707041	342527
3153716	114
3770328	100131439
3677913	115
2995667	117
3200648	123
2525989	1373
2565634	51252
3518766	1910
3981831	8653
2839227	57451
3990067	100130613
2931763	2099
2651165	5274
2684957	5449
2363484	5498
2367892	84614
2422844	6418
2575258	6418
3988208	6418
3190659	6418
3192653	9328
3065480	222236
2835619	91977
3742182	124975
3656829	10295
4054143	127003
2426872	127003
4054157	127003
3894668	284759
2553911	57223
2435464	126638
2435492	126638
2673794	646450
4047162	729230
3000871	401335
2913594	25821
2701294	645843
3540091	22890
3225348	5537
3791984	284293
3244460	643236
4005392	54880
2408994	149461
2620842	729230
3320123	133
3886660	80336
3706992	124976
2624033	440957
2638059	141
3753601	159
3753603	159
2464353	159
3753605	159
3753609	159
3299305	100144748
