probe	geneid
2766219	7096
2748346	7097
2748378	7097
2754937	7098
4045367	7100
4045379	7100
2457691	7100
4045381	7100
2920327	7101
4015397	7105
3334882	7108
3334884	7108
3923436	7109
2620448	7123
3907456	7125
2676167	7134
2450823	7135
3317056	7136
3871095	7138
2598868	7141
2444899	7143
3204721	7169
3499453	7174
2448232	7175
2977712	7178
2698497	7178
3222973	7178
2956536	7180
3466315	7181
2612175	7182
3111485	7201
3015911	7205
2645951	7220
3923702	7226
2538480	7260
3359461	7262
3959918	7263
3157660	7264
2838042	7265
3757487	7266
3920385	7267
2914777	7272
3750198	7284
3750206	7284
3750177	7284
3686728	7284
3750202	7284
2951541	7287
3867493	7288
3401217	7289
3952637	7290
2391172	7293
2768354	7294
2774326	7295
3220156	7295
3429460	7296
3850278	7297
3860137	7305
3976062	7317
2674762	7318
3988874	7319
2829275	7320
3247757	7321
3896293	7323
2614054	7324
3742067	7326
3072276	7328
3104929	7328
3483950	7332
3536772	7332
3820145	7332
3133961	7334
3556514	7334
3097208	7336
3838376	7341
2545645	7349
3381817	7351
3381843	7352
3333488	7356
3185063	7357
2766456	7358
3683549	7369
3430926	7374
2674179	7375
3000953	7378
2673509	7384
3652218	7385
3830277	7392
2339414	7398
3340815	7405
3340697	7405
3836317	7408
3996815	7411
2370084	7416
3456918	7416
4008074	7416
4033600	7416
2875954	7416
3982760	7416
4008062	7416
4008076	7416
4014641	7416
2485782	7417
3334325	7423
3064462	7425
2981912	7430
2634422	7430
3236958	7431
2931988	7432
3082373	7434
4049239	7434
3160175	7436
3550485	7443
2471233	7447
3015786	7455
2587841	7456
3008220	7461
3217167	7464
3319937	7465
3069366	7472
2677356	7474
3260636	7479
3453513	7480
2459352	7483
3724318	7484
3990460	7512
2555490	7514
3886639	7529
3943207	7533
3238817	7534
3360050	7534
3694475	7534
3238806	7534
4005975	7534
3238819	7534
3749822	7534
3832978	7538
2646818	7545
3992747	7547
3843112	9422
3843115	9422
3843108	9422
3843110	9422
3831588	25850
2620194	7584
3856612	7594
3856614	7594
3864725	7596
3937527	7625
2904528	7629
3439351	7637
3439305	7637
3826306	7639
3857077	7644
3857095	7644
3857099	7644
3857101	7644
3857103	7644
2465551	7678
2977930	7690
2808290	7690
3872928	7691
3878373	7692
3843742	7694
3821727	7695
3015147	7586
3439356	7699
2713950	7700
3319898	7702
2397847	7709
3835318	7711
2900195	7718
2948259	7726
3645881	7727
3182409	7743
3480129	7750
3480242	7750
3480245	7750
3395735	7753
2595667	7756
2595621	7756
2595655	7756
2622153	8927
2545613	7781
3684007	7783
3029129	7791
2451616	1118
2571608	7849
2596763	7855
2596774	7855
2596776	7855
2601230	7857
2823069	7874
3679564	7874
3237088	8027
3311832	8038
3365757	8048
3326540	8050
3347549	8065
3443226	8076
3453592	8085
3420316	8091
3576411	8111
3703885	8140
3728097	8165
3925639	8204
4026902	8260
3996083	8269
2459605	8290
2899768	8294
3014411	8295
2678400	8309
2759857	8310
3675047	8312
3012213	8321
3110272	8323
2523045	8324
3007829	8326
2947063	8330
2900091	8332
2899152	8334
2946219	8335
2947100	8336
2946345	8339
2947036	8340
2900074	8341
2900059	8342
2899206	8343
2899251	8345
2899261	8346
2946268	8347
2900116	8348
2434124	8349
2899090	8350
2899102	8352
2899233	8353
2947077	8354
2946369	8355
2947095	8356
2900051	8357
2946215	8358
2899095	8359
2946319	8360
2899243	8361
2899146	8364
2946383	8365
2946208	8366
2899216	8367
2947081	8368
2946357	8369
2675146	8372
2675120	8372
3035464	8379
3939327	8379
2877231	8382
3741374	8387
3741311	8390
3173673	8395
3755359	8396
3960388	8398
3654608	8399
3684956	8399
3686661	8399
3686852	8399
3650650	8399
3681637	8399
3682290	8399
3682330	8399
3686682	8399
3655495	8399
3656081	8399
3681488	8399
3681522	8399
3742384	8402
2439842	8407
3148364	8407
3438527	8408
3465593	8411
2423422	8412
2974469	8417
2643095	8419
3778601	9218
3030489	8427
4023407	8428
4023417	8428
4023421	8428
4023401	8428
3522225	8428
3272686	8433
3415763	8435
2334646	8438
2498143	8440
2559649	8446
3729392	8447
3739470	8447
4039752	8447
2948485	8449
2601544	8452
3284882	8453
2874235	8454
3030285	8454
3715642	8456
2353773	8458
3955915	8459
3005444	8460
3867796	8463
3709816	8467
2745646	8467
4017694	8471
4056190	8471
2459042	8476
3547375	8477
3687342	8479
3890555	8480
2806971	8481
3969455	8481
3632907	8482
3629529	8483
3945040	8484
2666904	9497
3533397	8487
2441386	8490
2549260	8491
2783207	8492
3319137	8495
3409041	8496
3409211	8496
3847538	8498
3463821	8499
3338453	8500
3373893	8501
2511820	8502
2525484	8502
3228005	8502
2410470	8503
2928874	8504
3721989	8506
2862696	8507
3956909	8508
3294816	8509
2318086	8514
2356218	8515
3279313	8516
3219547	8518
3315675	8519
2515369	8520
2957560	8521
3593575	11001
3487626	8525
3727962	8526
3880629	8530
3747717	8533
3371225	8534
3773174	8535
2662331	8536
3910360	8537
3355956	8538
2517408	8540
3838254	8541
4000560	8544
2863730	8546
2403080	8547
2366490	8548
3422144	8549
2608725	8553
3050018	8555
2348896	8556
3720383	8557
3235932	8559
2382360	8560
3435490	8562
2405192	8565
3923257	8566
3329724	8567
3923312	8568
2410787	8569
3285388	8569
3164881	8570
3847814	8570
2828441	8572
2399718	8574
3182229	8577
3157178	8581
3361225	8590
3373307	338674
3361238	120776
3487299	8600
2758076	8602
2715476	8603
4047516	8603
2586845	8604
3240920	8604
2694123	8607
3458193	8608
2705177	8609
2596514	8609
3844470	8612
2414366	8613
2887490	8614
2731831	8615
2743189	8615
2679406	8618
3456251	8620
2998536	8621
2816681	8622
3932131	8624
3825586	8625
2657665	8626
3157060	8629
3417703	8630
3761164	8631
2778440	8633
2984884	8635
3195296	8636
3474831	8638
3722195	8639
3361072	8642
2409847	8643
3233049	8644
2952834	8645
2655790	8646
2585972	8647
3680213	8651
3085270	8658
2399302	8659
4046037	8659
3525234	8660
2558567	8661
3959631	8664
3319287	8665
2483544	8665
3850040	8666
3149754	8667
2328808	8668
3591963	8669
2400373	8672
2491661	8673
2443989	8674
2929145	8676
2929147	8676
2929149	8676
2929127	8676
3852079	8677
2363042	8682
3636279	8683
3474502	8683
3757037	8689
3345774	8690
3345766	8690
3464967	282809
3816827	8698
3936887	64976
2440664	8703
2333678	8704
2903574	8705
2449104	8707
3791896	8710
3726691	8714
3695433	8717
3702293	8720
3230490	8721
3378344	8722
2693149	8723
2968232	8724
3828162	8725
3219621	8727
3780287	8731
2963929	8732
3120021	8733
3796428	8736
2892341	8737
3426301	8738
3473378	8739
3848020	8740
2705706	8743
3818468	8744
2524653	8745
3570526	8748
3095002	8754
3090326	8756
3874900	8760
3106243	8767
3338424	8772
3591006	8773
3778823	8774
3866605	8775
3994846	8776
3198974	8777
3781654	8780
3907210	8785
3731543	8787
3552083	8788
3215560	8789
3791254	8792
3127745	8793
3089799	8794
3089816	8794
3089834	8794
3089836	8794
3127703	8795
3127775	8797
3401828	8798
2356205	8799
3638566	8800
3426664	8801
3426652	8801
2680819	8801
2561955	8802
2901603	8803
2544608	8803
3513293	8803
2442698	8804
2497161	8807
2497028	8808
2497119	8809
3735383	8811
3909395	8813
2603246	8815
2603239	8815
3335885	8815
2603248	8815
3569926	8816
2840789	8817
3226237	8818
2700765	8819
2752006	8819
2677902	8820
2745466	8821
2787459	8821
3089090	8822
3608113	8826
3284302	8829
2648873	8833
2717676	8833
2717684	8833
3426257	8835
3137875	8836
2522616	8837
3886576	8839
3116839	8840
2878726	8841
2613441	8850
3717775	8851
2468811	8853
3626312	8854
2638177	8856
3862188	8857
3502475	8858
3929325	8867
2562529	8869
2948630	8870
2933392	8871
3501661	8874
3250863	8879
2419235	8880
2968559	8882
3392871	8882
3935300	8888
2655387	8893
3300438	8894
3903288	8894
2514926	8894
3105904	8895
3014742	8896
2892738	8899
4019063	8899
3485674	8900
3557614	8906
3966929	8908
3457824	8914
2420808	8915
3628650	8925
2767159	8929
2694785	8930
3845315	53615
2452667	8934
3042610	8935
2969289	8936
2519427	6767
2818422	6767
2818425	6767
2916063	6767
3262117	6767
3391312	6767
2470053	6767
2470079	6767
3116715	6767
3643752	8938
3191589	8939
3954463	8940
3954331	8940
2528198	8941
2508520	8942
3845708	8943
2654091	8975
3070712	8976
3334571	8986
2435005	8991
2639552	8997
2773719	8999
3823957	9002
3990762	9016
3337067	6199
3053278	9019
2365998	9019
2365958	9019
3772279	9021
3299578	9023
3316834	9024
2905469	9025
3435548	9026
3040879	9026
2559647	9027
3643281	9028
3707175	9032
2620869	9034
4047185	9034
2847967	9037
2974542	9038
2681195	9039
3082990	9172
3257938	9044
2618640	9045
3127199	9046
3337137	9049
3602767	9051
3405587	9052
2975741	9053
3639031	9055
3556816	9056
3708528	8711
3324453	8424
3260700	5076
3168160	4882
2737717	4790
2807359	9180
3504193	2706
3358174	3665
3294438	310
3771215	51
2473318	109
2544484	109
2350880	271
2471978	388
3382216	408
3967018	416
4034892	416
2526759	471
2882196	475
2333658	533
3592023	567
3529064	599
3314040	664
3530585	664
2906990	705
3442941	719
3341155	726
3137120	767
3970111	795
3818193	828
3226737	883
2367714	900
2838598	900
2813805	1010
2814140	1010
2850964	1010
2861581	1010
4050038	1010
3695315	1014
3144859	1015
3405440	1027
3775800	1068
2994835	1124
2655476	1173
2483095	1175
3866302	1175
2334191	1263
3334125	1351
3469865	1407
3940452	1417
3824751	1431
3824767	1431
3824763	1431
3457614	1431
2450865	1465
2358457	1520
2434575	1520
3039247	1607
4036713	1617
4015693	1678
2584087	1678
2584089	1678
3259503	1791
3758615	1845
2401448	1870
3315231	1892
3524570	1948
3541137	1965
4049862	1978
3250699	1979
2488596	2016
3266408	2018
3223928	2040
2926323	2070
2863363	2151
2404418	2170
2802090	2194
3774635	2194
2554018	2202
2363562	2207
3348189	2230
3903444	2230
2346369	2237
2346387	2237
3708644	2256
3902552	2307
3507199	2322
3761661	2695
3565361	2764
2686435	2764
3012978	2791
3488094	2963
2647154	2992
3140825	2992
3264777	3026
3103818	3174
2529284	3313
3603336	3658
3444508	3658
3444544	3658
4053676	3658
2886679	3779
3884560	3929
3713133	3996
3852823	4713
2542906	4733
2542912	4733
2542922	4733
3942954	4733
3215146	4814
3816380	4946
2412799	4998
2939034	5272
2673730	5576
3847774	5623
2950199	5696
3758775	5697
2556667	5861
2613386	5868
3788976	5874
2697839	5948
2798538	6389
3748323	6470
3160658	6505
3369366	6506
2806643	6507
3953911	6545
2845360	6550
2845362	6550
3332131	6809
3365203	7166
2512601	10010
2725013	7345
3333309	7439
3579546	7453
2622547	6405
3192609	8328
2644333	8403
3256914	8513
3997402	8623
4033203	8623
3261544	8729
2391150	8784
3563861	8814
3133434	8973
2875193	8974
3375396	9066
4030259	9087
3643019	9091
3394356	9099
2670784	9117
3644309	9143
3262279	9148
3323491	9152
3592304	9153
3605958	9154
3744263	9212
3819505	9230
3645683	7760
3373962	9246
3994964	9248
3123541	9258
2593159	9262
3037251	9265
4005644	9282
3850166	9294
3413339	9296
3792969	9306
3792952	9306
3864808	9310
3219215	9314
3623424	9318
2798915	9319
2602901	9320
3430033	9321
3576812	9321
3818515	9322
2961929	9324
3442706	9332
3710108	9340
3759356	9343
3309112	2834
2761151	9364
3969422	9367
3734453	9368
3376367	9376
3633221	9377
2617630	9390
2568630	9392
2353749	9398
3770857	9400
3158767	9401
2421271	9403
2771839	9407
2489470	10505
2560364	10505
3409006	9412
3333247	9415
2646125	9435
3344897	9440
2893392	9450
2864237	9456
3251298	9469
3531553	9472
2953852	9477
3711986	9487
3017123	9512
2500547	9521
3267314	9531
2911372	9532
2356721	9557
2395729	9563
2319225	9563
3945396	9567
3724360	9570
2582456	9595
3790714	9603
2833024	9604
2814693	9607
3378191	9610
3174510	9615
3511189	9617
3715839	9618
3543026	9628
3210737	9630
4012949	22
3415148	91
2546409	238
2766893	323
3371673	392
3774283	396
2724671	399
3304475	403
3980522	407
3707095	409
3317824	417
3429008	429
4052268	429
4052271	429
3821847	439
3137530	444
2445357	460
3655060	487
2606859	547
3376832	572
3203482	573
2356818	607
3952313	613
7385638	613
2527939	617
2973633	657
2973635	657
2973637	657
3256074	657
3394964	657
3394966	657
3627076	663
3091000	665
3982163	673
3982172	673
2719617	683
3854454	684
2570616	699
3106276	734
3934695	754
2474341	790
3822049	811
4026263	1069
2621574	820
2796484	836
3389330	838
3144338	862
3690747	869
2732391	901
3317309	975
3316344	977
3814978	997
3666409	999
3834341	1048
3858993	1050
2866543	1070
2708457	1181
2921290	1265
3815399	1265
2605321	1293
2961177	1303
2905376	1337
3434362	1337
3146433	1345
2900541	1353
3603295	1381
2525098	1385
2525053	1385
3677795	1387
3601840	1445
2826550	1456
2818517	1462
3825609	1463
2887449	1482
2420467	1486
2490351	1496
3634811	1512
2670975	1582
2848464	1611
3766893	1655
3393944	1656
3495809	1656
3393946	1656
3211779	1662
3347831	1662
2317512	1677
3041816	1687
2586989	1746
2735116	1758
3190242	1759
3013565	1780
3279857	1787
3674249	1800
3930235	1827
2893794	1832
2887309	1843
2565119	1844
3263743	1847
3244976	1850
3251818	1850
3245591	1850
3251826	1850
3358854	1850
3251822	1850
3251834	1850
2391425	1855
4044132	1855
3743440	1856
2655438	1857
3644625	1877
2358360	1893
2360677	1942
3980170	1947
3127584	1960
2397948	1969
3201784	1993
2600689	2043
2771342	2044
2965206	2045
2643592	2047
2696475	2047
2655845	2049
3064293	2050
3028858	2051
2456746	2058
3445908	2059
3570049	2079
3334484	2101
3480710	2101
3503896	2101
3545022	2103
2749558	2110
2749560	2110
2709132	2119
2326237	2134
3078348	2146
3919610	2146
2529546	2181
3732448	2186
2584134	2191
3851868	2193
4009667	2245
2733360	2250
2855818	2255
3585645	2262
3613114	2262
3657681	2262
3658092	2262
3496409	2262
2407478	2275
4000538	2277
3334339	2286
2862317	2297
3181374	2304
3751121	2319
2384788	2590
2585167	2591
2585204	2591
2585206	2591
2585208	2591
2585129	2591
3603524	2801
3639124	2801
3226431	2801
2691718	2804
2711627	2814
3196770	2874
3196772	2874
2584712	2888
3837001	2909
3627042	2958
4009288	3028
2438531	3068
3561703	3169
3836534	3171
3624804	3175
3384882	3183
3713251	9098
3713249	9098
2923819	3298
3457002	3298
3049840	3364
2507978	3422
3273601	3422
3635547	3603
3775097	3607
3775147	3607
3738969	3607
2627936	3608
2436132	3608
3318890	3611
3154002	3786
2811710	3796
2811714	3796
2811712	3796
3283991	3799
2509900	3800
3258168	3832
2586038	4036
2640855	4171
3758545	4222
2365119	4259
3200982	4300
3661684	4313
3839360	4606
3893973	4661
2861172	4671
2861412	4671
2861616	4671
2638490	4673
4014759	4675
3809671	4677
3915936	4685
3988987	4694
2606574	4705
3576937	4707
3027538	4708
3644220	4716
3383138	4718
2363525	4720
3329904	4722
2799184	4726
2955076	4794
2949901	4855
3818142	4902
3066581	4904
3066589	4904
3219989	4904
3597305	4904
2332664	4904
3205033	4904
3568963	4904
3214496	4920
3335571	5017
2983142	5071
3529508	5106
2789690	5188
2319881	5195
3233605	5209
2673312	5210
3596199	5283
3596202	5283
3406880	5288
3426255	5316
3922975	5316
3450234	5318
3619326	5330
2746422	5458
3032366	5723
2384562	5867
3377091	5871
3625271	5873
3558071	5875
3333899	5920
4002173	6197
3393650	6327
3393652	6327
3745504	6341
3753956	6360
2530713	6364
3438417	6433
2709062	6434
3665374	6553
2960267	6611
3971387	6611
2363293	6611
3833757	6626
2876897	6695
2372924	6738
3056226	6804
3656760	6810
3837866	6820
3981027	6872
2863637	6902
3973221	6902
3687435	6911
3894288	6939
3181728	7046
3905145	7052
3695105	7084
3695107	7084
3974019	7102
3461981	7103
2647315	7104
3748262	7156
2454327	7188
3079093	7225
4027901	7225
4037557	7225
3388438	7225
2503618	7247
2337285	7268
3049333	7268
2619265	7433
2663714	7476
3382523	7481
3921391	7485
2663810	7508
3204463	2189
3377044	7536
2413203	7804
2496907	7850
2622912	7867
2622696	7869
2641263	7879
2949148	7917
3238231	8028
3476097	8099
3529082	8106
3840481	8106
3636216	8120
3562067	8161
3763687	8161
3860045	4868
3923537	8209
3998632	8228
3976163	8237
3767478	8313
3767480	8313
3767527	8313
3767529	8313
3767465	8313
2676092	8314
2592532	8436
2877314	8697
3598482	8766
3463727	8825
2974635	8875
2974592	8876
3583866	8924
3586776	8924
3586792	8924
3615277	8924
4039214	8924
3028011	8972
3230594	9022
3256590	9060
2403027	9064
2445982	9068
2417362	9077
4031136	9086
3125815	9108
3125817	9108
3125819	9108
3764471	9110
2580955	9111
3695699	9114
3734648	9121
2427469	9122
3185558	9128
2358171	9129
3138960	9129
3996430	9130
2332091	9132
3595979	9133
3707642	9135
2675763	9136
3141632	5612
3247207	5612
3382596	5612
3382617	5612
4012812	5612
3829020	9141
3993877	9142
3586172	9144
3736232	9144
3586146	9144
3945781	9145
3738138	9146
3563459	9147
3862128	9149
3350740	9159
3393200	9159
3350738	9159
2550122	9167
3452145	9169
3855856	9170
2656146	9175
3391769	9183
3268669	9184
3970307	9185
3970214	9185
3598430	9187
3250055	9188
2877465	2107
3418872	9194
3744013	9196
2701927	9197
3143053	9197
3509473	9201
2370123	9213
3958658	9215
3890913	9217
3375862	9219
3261492	9221
2748605	9227
3082759	9228
3796620	9229
3296386	9231
3625326	9236
3855104	9244
3596147	9245
2941690	9247
2397025	9249
3576284	9252
3862704	9253
2738466	9255
3764289	9256
2376922	9261
2999485	9263
2950627	5863
2950590	5863
3772525	9267
2539765	9270
3437801	9271
3688038	9274
2341565	9295
3031800	9311
3103062	9312
3388696	9313
2992926	9315
3098356	9315
3719112	9326
3755714	5469
3803120	9331
3908963	9334
3375041	11251
2836856	9337
3985665	9338
2318637	9341
3937755	9342
2740896	9348
3351315	9354
3188656	9355
3376326	9356
3499132	9358
2514441	9360
2836975	9360
3847356	9361
3990727	9363
3484895	9365
3545634	9369
3881824	9371
2336302	9372
3498502	9375
2617659	9389
2494447	9391
2575134	5433
2324402	9394
2575292	9394
2324408	9394
2324410	9394
2324412	9394
3632671	9399
3946095	9402
3371303	9409
2404377	9410
2702043	9410
2423826	9411
2423829	9411
3173974	9413
3173880	9414
3415497	9416
3453319	9416
3865715	8189
3138204	9420
2882747	9421
3709932	9423
3709838	9423
3832292	9424
2603844	9427
2603762	9427
2777276	9429
2906749	9436
3841881	9437
2974188	9439
3854062	9441
3854064	9441
3854032	9441
2642323	9446
3262509	9446
2439554	9447
2563654	9451
2386397	9453
3855358	9454
3582609	9455
4023467	9459
2369236	9462
2369238	9462
3822551	9466
2664209	9467
4003017	9468
2532422	9470
2902444	199
2967550	9474
2540477	9475
3789727	9480
3789755	9480
3789758	9480
3789760	9480
3789762	9480
3789764	9480
3789766	9480
3789769	9480
3789771	9480
3744800	9482
2567242	9486
3540074	9495
3540076	9495
3540079	9495
3540068	9495
3729172	1213
3743852	9513
3957429	9514
3573152	9517
2652627	9519
2817053	9522
4013549	9452
3811497	9525
3708874	9526
3716481	9527
2413578	9528
3094494	9530
3861948	9535
3227070	9536
2362262	9538
2362217	9538
3354731	9538
2544201	9540
2882771	9541
2587747	9541
2878125	9542
2878128	9542
2878130	9542
2878074	9542
3629610	9543
2730933	10886
3846363	9546
2876608	9547
3186191	9550
2968623	9551
3742415	9552
2474751	9553
2876479	9555
2390050	114548
3250168	9559
3256560	9562
2769947	9575
2367743	9588
2755536	9588
2934089	9589
3822216	9592
3197883	9592
3378895	9600
3078435	9601
3704939	9605
3954623	9609
3939154	9609
3379597	9633
2740722	81
3832643	81
3203569	360
3569754	677
3334919	740
3934479	755
3144033	793
2498443	926
2805078	1004
3673892	1013
2850676	1016
3113861	1020
3079313	1020
3706700	1497
3177880	1612
2470654	1653
3722554	1659
3122973	1673
3865673	1762
3865675	1762
3865677	1762
3865679	1762
2678298	1776
2840036	1794
2622970	1795
2675570	1795
3803020	1823
3802980	1824
3465207	1833
3522662	1880
2360647	1944
3039175	2115
3039177	2115
3190061	2356
2396537	2475
3225058	2516
3656904	2521
3656950	2521
3656954	2521
4026010	2564
3287789	2662
3445574	2984
2328868	3065
3609093	3150
3932270	3150
2495241	3150
3996706	3150
3286286	3185
2735129	3381
3038065	3382
3300350	3416
3160895	3717
2896177	3720
2427566	3737
3908901	3745
3322599	3746
3322601	3746
3322603	3746
3868378	3748
2351294	3749
4007689	3750
2428119	3752
3446910	3764
2362860	3765
3418249	3798
4026399	4100
3418153	4141
4027056	4204
3528864	4323
3649890	4363
2451567	4608
3626826	4643
2914150	4646
2914070	4646
3070658	4698
3096899	4698
3690325	4698
3848885	4701
3959294	4704
3401878	4704
3685306	4706
3729284	4714
3303530	4714
3073154	4715
3114649	4715
2902385	4795
3439268	4809
3962054	4809
3642815	4833
3023565	4899
2339872	4919
3322251	4925
3214825	4958
3528805	5018
3140981	5094
3416036	5094
2712754	5130
4046267	5133
2590582	5136
2925871	5169
3742400	5216
2443972	5216
2871685	5229
3289421	5229
3297470	5229
3791958	5273
2319423	5293
2539065	5293
2826531	5296
3824838	5296
3281068	5305
3304265	5309
3653072	5347
3137728	5347
3830189	5348
3987996	5358
3109191	5440
3853641	5442
3853647	5442
3765793	5442
3844656	5442
3853635	5442
3853651	5442
3948953	5465
2791538	5481
3293435	5551
3404823	5555
3065740	5649
3223646	5711
2525353	5746
3923498	5822
3571810	5826
2673937	5859
3738471	5881
3822074	5886
3372235	5913
2452319	5929
2435259	6097
2435261	6097
3676279	6123
3714556	6319
3260586	6319
3303462	6319
3574207	6400
2406064	6421
2700828	6478
2966587	6492
3853036	6511
3696057	6560
3498198	6564
3498174	6564
3498178	6564
3498180	6564
3498182	6564
3498184	6564
3498186	6564
3498188	6564
3498190	6564
3498172	6564
3522327	6564
2946056	6568
2376299	6900
3211579	7088
3979573	7088
3631214	7090
3956589	7494
3763656	7706
3191900	8021
3408831	8082
2654447	8087
2654449	8087
2654451	8087
3451344	8087
3969946	8233
3590709	8681
3865853	8993
2444239	8995
3882533	9139
3903020	9139
3190366	10999
2329752	9202
3258713	9211
2440700	9507
2931569	9590
4053534	9636
3396593	9638
2903343	6046
2356181	9939
3538610	9939
2617796	9941
2617687	9942
2617579	9943
2890660	9945
3549033	9950
2760869	9957
3896078	9962
3380126	9965
3222128	9966
2615551	9967
2330334	9967
3980758	9968
3428225	9971
2943808	9972
3336351	9973
2614142	9975
3443891	9976
3919860	9980
2761829	9982
3795680	9984
3965998	1890
2732844	306
3995105	1260
2748542	2244
3374874	2694
3127278	55806
3335774	9092
3646164	9093
2366184	9095
3775686	9097
3527148	9100
3935756	9100
3527134	9100
3527132	9100
3527138	9100
3527142	9100
3527146	9100
3671873	9100
3935734	9100
3527130	9100
3527118	9100
2580457	9101
3623741	9101
2902227	9101
3220977	9991
3617719	70
3940631	157
3373630	187
3450857	225
3450859	225
3450861	225
3750767	230
2428425	333926
2580802	390
3381038	401
3359224	430
3414695	466
2736224	474
3725456	516
3456313	517
3835726	602
2601876	648
3105581	761
3664924	766
4007919	778
3836841	808
3233242	810
3334954	823
3352070	867
3736985	84733
2966371	892
2690900	941
3536336	1033
3981592	1046
3888613	1051
3134013	1052
2532399	1146
2618179	1237
2406579	1296
3240987	1326
3688362	1339
3937787	1399
3715997	1411
2596975	1419
2881187	1436
2730313	1448
2638869	1475
2523855	1493
3788731	1630
3788733	1630
3788560	1630
2400220	1650
3122678	1672
2878662	1729
3762083	1747
3062523	1749
3013894	1750
3646000	1773
3815278	1820
3903146	1869
2360633	1945
3002640	1956
3427098	2004
3338552	2017
3077321	2041
2632225	2042
3854297	2063
2597552	2066
3649035	2072
3648995	2072
3921068	2114
2816494	2150
2442334	2130
3887479	2139
2797393	2195
2823326	2241
3380181	2248
3672661	2300
3672646	2303
3544525	2353
2474977	2355
2756673	2580
3323891	2620
3781245	2627
3590108	2644
2591988	2660
2875529	2661
3144934	2669
3644297	2671
2422967	2672
3308241	2674
2433432	2702
2356979	2703
4043713	2703
4054437	2709
3418120	2735
2503374	2736
4038358	2746
4038366	2746
3251838	2746
2427169	2780
3015740	2783
2420427	2787
4018044	2787
2948379	2794
3414419	2819
2794584	2823
2596257	2825
2327045	2827
3865503	2828
2672075	2829
2921022	2830
3098213	2831
3914346	2832
3506642	2835
3506644	2835
3506646	2835
3506648	2835
2633191	2838
3522644	2841
3156640	2843
3188395	2844
3018484	2845
3982534	2846
3946495	2847
2374414	2848
2985026	2853
2535927	2859
3070873	2861
3830412	2864
3830417	2865
3830430	2865
3830484	2867
3267036	2869
3120653	2875
3591552	2923
3591610	2923
3970024	2925
3952535	2928
3790800	2965
3815005	3004
3945006	3005
2946232	3006
2946353	3007
2899171	3008
2947073	3009
2946259	3010
2946194	3024
3151086	3037
3642687	3049
3642643	3050
3642652	3050
3968664	3052
4026956	3054
2691668	3059
2607110	3069
3416577	3071
3057370	3092
2766532	3093
2724472	3093
3077267	3094
2318364	3104
2643526	3149
2364631	3149
3308361	3149
3987679	3149
3994915	3149
2331064	3309
2750332	3309
3225398	3309
3580179	3320
2722151	3516
3854877	3727
2328841	3932
3863606	3991
3494137	4008
3788352	4089
3788354	4089
3788356	4089
3788302	4089
3823554	4218
3458837	4234
4003231	4234
3136167	4342
2333107	4352
3758692	4355
2470851	4613
2470853	4613
2470838	4613
2470805	4613
3458248	4640
2532681	4759
3214451	4783
2619344	4820
3884266	4826
3224341	5082
2930863	5110
2736642	5161
3179975	5253
3995885	5365
3986865	5408
3265952	5408
3300115	5507
2433209	5565
2480168	5581
3463364	5898
3556454	6297
3718204	6357
2773972	6373
3418007	6472
2479943	6496
2651989	6498
2500919	6574
2359504	6707
3884191	6714
3361971	6764
3457752	6773
2772450	6783
3183348	6887
3352847	7007
3933550	7032
2333051	7075
3680241	7142
2457842	7159
3818547	7409
2794792	7424
3413701	7471
3080283	7516
2521764	7525
3795942	7525
2429364	8030
3290785	8030
3377988	8061
3722355	8153
2919514	8208
3920003	8208
2667024	8320
2780999	9061
2527856	9125
2495746	9126
2495750	9126
2495752	9126
3263790	9126
3937900	9127
3464405	9182
3977483	9210
2452977	9214
3727933	9241
3727928	9241
2889083	9260
2888837	9260
2950561	9277
2950656	9278
3199500	9350
3217242	9568
2688070	9626
2826159	9627
3905875	9935
3993515	9947
3570556	10001
2493699	10003
3935987	10003
3344142	10003
3377385	10004
3907473	10005
3282016	10006
2879028	10007
3340232	10008
3381965	10008
3758845	10014
3431892	10019
3632424	10021
2417008	10022
3413875	10024
3844822	10025
2418929	10026
3817501	10036
3527418	10038
3727449	10040
3848159	10045
3994710	10046
3880271	10047
3397461	10049
2898986	10050
3759335	10052
3850457	10053
2928374	10054
2928379	10054
3829768	10054
3218528	19
3585905	321
3447692	586
3476665	949
2774049	950
3377886	1072
2616131	1233
2825514	1657
2949588	1797
3161261	2315
3488562	2960
2638467	2960
3081707	3110
2901620	3133
2384690	3151
3161066	3151
3586117	3151
2326531	3151
2863233	3151
3685898	3151
3689785	3151
3758122	3151
2431031	3158
3268661	3167
3268667	3167
2379157	3187
3250678	3187
2890148	3187
2857378	3187
3042730	3198
3042973	3207
2658595	3280
2378077	3290
4049902	3297
3120358	3297
2949450	3305
3334302	3338
3334304	3338
3603199	3419
2362394	3428
3722338	3430
3918635	3460
3854693	3594
3142483	3612
3501471	3621
3418100	3626
3272205	3632
4041666	3633
4043943	3633
2407413	3633
3033209	3638
3854621	3640
2602071	3667
2602086	3667
2601995	3667
3601511	3671
2837232	3702
2359470	3713
2427538	3744
3693314	3801
3415320	3855
2450798	3898
3797561	284217
3502570	3916
2371139	3918
3190190	3934
2886595	3937
2478550	3939
3199609	3939
2386585	3939
3772719	3959
3719329	3975
3999724	3985
3810472	3998
3368814	4005
2821413	4012
2821479	4012
2821417	4012
3601348	4016
2982801	4018
2982809	4018
2982819	4018
2982829	4018
